courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.05,1,11,1,1,11,4,0,2140,0,0
0.17,1,9,1,1,11,4,0,2253,1,1
0.09,5,3,1,1,14,4,0,1490,1,1
0.11,1,4,1,1,9,2,1,1477,0,0
0.39,1,8,1,1,12,1,0,762,0,0
0.51,1,0,1,1,7,4,0,845,0,0
0.13,4,3,0,1,1,1,1,1217,0,0
0.76,5,12,0,1,8,1,0,677,1,1
0.55,3,14,1,1,9,3,0,2445,0,0
0.47,3,1,0,0,13,4,1,460,1,1
0.57,2,14,0,0,5,2,0,1815,0,0
0.78,5,1,1,1,14,4,1,1642,0,1
0.04,1,11,1,1,7,4,0,1735,0,0
0.40,2,11,1,1,12,2,0,1519,1,1
0.65,5,14,1,0,2,2,0,80,0,1
0.63,1,13,1,0,4,4,0,1958,1,1
0.06,5,0,1,1,8,2,0,603,0,0
0.25,3,2,1,1,8,3,0,231,0,0
0.80,1,2,1,0,14,2,0,552,0,0
0.95,3,14,0,1,3,1,0,1031,1,1
0.90,4,8,0,0,5,3,0,1763,0,1
0.21,3,10,0,0,10,4,0,556,0,1
0.56,1,7,1,1,11,2,0,307,1,0
0.96,1,3,1,0,0,2,0,1154,0,0
0.47,5,14,1,1,10,1,0,753,0,0
0.33,3,6,1,0,10,1,0,2292,1,1
0.70,2,2,1,1,8,3,0,2187,0,0
0.59,4,10,1,1,0,4,0,1706,0,0
0.59,4,3,1,1,10,4,0,756,0,0
1.00,1,14,0,0,6,2,0,701,0,1
0.97,5,14,1,1,4,1,0,2215,0,0
0.41,2,9,1,1,13,2,0,798,0,0
0.14,5,1,1,1,12,4,0,2099,0,0
0.36,5,1,0,0,5,4,0,1571,0,0
0.99,3,4,1,1,11,4,0,1921,0,1
0.31,2,7,1,0,7,4,0,277,0,0
0.44,1,9,1,1,1,1,0,1930,0,0
0.54,4,4,1,1,2,1,0,36,0,0
0.37,3,5,0,1,12,2,0,2160,0,1
0.54,5,6,1,1,8,1,0,77,0,0
0.09,3,2,1,1,11,1,1,1360,0,1
0.32,1,6,1,1,6,3,0,1215,0,0
0.67,3,1,1,0,11,4,0,259,0,1
0.13,1,4,0,0,14,3,0,1163,1,1
0.86,1,11,1,1,10,2,0,223,1,1
0.57,3,13,1,1,0,2,1,912,0,0
0.53,3,12,1,1,8,3,0,13,1,1
0.58,3,5,1,0,12,1,1,372,0,0
0.58,2,1,1,1,6,2,0,434,0,0
0.89,4,3,1,1,11,3,1,2167,1,1
0.09,2,0,1,1,13,4,0,239,0,0
0.54,5,11,1,1,9,1,0,2143,0,0
0.86,5,5,1,1,5,2,0,212,0,1
0.30,2,13,1,1,8,2,0,2214,0,0
0.58,1,9,1,1,5,3,0,1213,0,0
0.68,3,6,0,0,10,1,0,1633,0,1
0.04,5,14,0,0,9,3,0,1687,0,1
0.26,2,12,0,1,0,3,0,2029,0,0
0.06,5,1,1,0,8,2,0,1254,0,0
0.11,3,12,0,0,0,3,1,313,0,1
0.57,2,8,1,1,7,3,0,2301,0,0
0.89,5,10,1,1,4,3,1,814,0,1
0.13,4,14,1,1,6,1,0,1410,0,0
0.38,5,6,1,1,9,4,0,532,0,0
0.51,3,11,0,0,8,4,1,2203,0,1
0.05,5,14,1,1,12,2,0,1999,0,0
0.55,1,1,0,1,4,2,0,2225,0,0
0.84,3,8,1,1,11,4,0,2430,0,1
0.23,2,3,0,1,3,2,0,2041,0,0
0.93,4,2,1,0,9,1,0,665,0,0
0.21,2,13,1,1,0,3,0,1046,0,0
0.03,5,7,1,1,13,1,1,1511,0,1
0.35,1,3,1,1,8,4,0,236,0,0
0.84,1,1,1,1,1,4,0,599,0,0
0.86,2,6,1,1,14,2,0,2339,0,0
0.23,1,12,1,1,0,2,0,2079,0,0
0.19,1,9,1,0,9,3,0,456,0,0
0.74,4,10,1,0,11,4,0,972,0,1
0.30,2,2,1,1,6,2,0,496,0,0
0.54,4,5,0,1,4,2,0,2075,0,1
0.45,1,6,1,1,12,2,0,605,0,0
0.34,4,14,0,0,8,4,0,1669,0,0
0.12,5,0,1,1,10,2,0,2108,0,0
0.98,5,8,1,0,0,4,0,1502,0,1
0.69,4,0,1,1,5,1,0,680,1,0
0.09,1,3,1,1,4,1,1,1847,0,0
0.09,1,3,1,1,11,4,0,2009,0,0
0.94,2,14,1,1,9,1,0,2286,0,0
0.40,5,6,1,1,11,1,0,2216,0,1
0.51,2,10,1,1,11,4,0,2126,0,0
0.33,4,4,1,1,9,4,0,1901,1,1
0.27,4,14,1,1,1,4,1,2399,0,1
0.72,1,3,1,1,10,4,0,2250,0,1
0.02,3,13,1,1,8,2,0,5,0,0
0.92,3,9,1,1,12,2,0,363,0,1
0.35,4,1,0,0,3,3,0,988,0,1
0.46,2,1,1,0,9,4,0,2319,0,0
0.66,2,11,1,0,11,4,0,634,0,1
0.82,1,8,0,1,1,1,0,308,1,1
0.46,4,7,1,1,4,3,0,1837,0,0
0.20,4,1,1,1,13,3,1,2077,0,1
0.20,4,0,0,1,1,2,0,1960,0,0
0.11,4,12,1,0,12,4,0,1262,0,0
0.27,1,6,1,1,8,1,0,2254,1,0
0.87,3,0,0,1,11,3,0,1687,0,1
0.16,1,13,0,1,13,3,0,134,0,1
0.32,5,13,1,0,12,4,0,1643,1,1
0.51,3,12,1,0,1,2,1,2070,0,0
0.56,2,3,1,1,2,2,0,767,0,0
0.06,2,4,1,1,11,3,0,695,1,0
0.80,2,8,0,1,0,3,0,709,0,0
0.66,3,9,1,0,0,2,0,1602,0,1
0.06,3,14,1,1,6,3,0,924,1,1
0.51,1,11,1,1,9,1,0,1167,0,0
0.38,4,0,1,1,5,1,1,1579,0,0
0.19,3,8,0,1,10,4,0,1225,0,1
0.55,1,5,1,1,1,2,1,2260,0,0
0.59,3,0,1,0,5,2,0,188,0,0
0.09,1,8,0,0,2,1,1,1103,0,1
0.28,2,12,1,0,1,1,0,1428,1,0
0.34,3,1,1,1,12,1,1,323,1,0
0.18,3,11,1,0,14,2,0,977,0,1
0.66,2,7,1,1,13,3,1,2089,0,1
0.43,5,10,1,1,9,2,1,1164,0,0
0.61,3,3,1,1,6,4,0,862,1,1
0.30,5,1,1,1,8,3,0,1392,0,0
0.70,2,0,1,0,14,4,0,814,0,0
0.02,1,4,1,1,7,3,0,2439,0,0
0.51,2,7,1,1,6,2,1,1930,1,0
0.92,2,12,1,1,12,4,0,932,0,1
0.53,2,14,1,1,9,4,1,1828,0,0
0.34,5,11,1,1,6,1,0,1736,0,0
0.12,5,12,1,1,6,3,0,1540,0,1
0.12,5,1,1,0,9,4,0,2437,0,1
0.67,2,8,0,0,6,4,1,2430,0,1
0.02,4,6,1,0,14,2,1,260,0,1
0.59,2,3,0,0,9,2,1,2220,0,1
0.17,2,3,1,1,8,3,1,2141,0,0
0.30,3,14,1,1,11,3,0,11,1,0
0.50,3,6,1,1,14,2,0,465,0,0
0.35,1,5,1,0,9,3,0,1424,0,0
0.23,4,7,0,1,7,3,0,1975,0,1
1.00,5,3,0,1,13,2,0,2003,0,1
0.19,3,11,1,1,11,3,0,1086,0,1
0.59,1,0,0,1,4,2,0,941,0,0
0.44,1,3,1,1,1,1,0,1633,0,0
0.71,1,1,0,1,6,1,1,557,0,1
0.89,1,8,1,1,3,3,0,1207,0,0
0.58,4,14,0,0,10,1,0,1420,0,1
0.90,3,14,1,0,14,3,0,2494,0,1
0.57,2,5,1,1,2,2,0,635,0,0
0.07,2,0,1,0,3,1,1,1158,0,0
0.01,4,1,1,1,7,3,0,177,0,0
0.74,2,10,1,0,9,1,0,1679,0,1
0.06,1,11,0,0,4,1,0,730,0,0
0.89,4,6,1,1,3,2,0,315,0,0
0.67,2,2,1,0,9,4,0,1366,0,0
0.51,4,12,1,1,9,3,0,1013,0,0
0.92,3,10,1,1,0,1,1,1767,0,1
0.86,2,13,1,0,7,2,0,2421,1,1
0.04,2,0,1,1,11,1,0,490,0,0
0.72,5,8,1,1,2,3,0,637,0,0
0.35,4,7,1,0,2,4,0,1103,0,1
0.31,4,14,1,1,2,4,0,1749,0,0
0.73,2,6,1,1,9,4,0,1731,0,1
0.72,2,4,1,1,12,1,0,193,0,0
0.32,2,3,1,0,13,3,1,1540,0,1
0.30,2,0,1,1,11,2,0,487,0,0
0.42,1,5,1,1,0,1,1,92,0,0
0.82,5,4,1,1,2,2,0,1340,0,0
0.33,5,2,1,0,10,2,0,469,0,0
0.66,2,11,1,1,3,3,0,1249,1,1
0.45,2,2,1,0,13,1,0,2376,0,0
0.49,4,0,1,1,12,2,0,2021,0,0
0.23,5,7,0,0,4,2,0,2301,0,1
0.81,5,10,1,0,6,2,0,545,0,0
0.58,3,8,1,1,9,3,0,1492,0,0
0.12,3,10,1,0,12,1,0,2453,0,0
0.95,1,14,1,0,6,1,0,2255,0,0
0.82,1,3,1,1,12,3,0,2423,0,0
0.19,5,12,1,0,7,2,0,253,0,0
0.60,2,13,1,1,10,1,0,2333,0,0
0.43,1,1,1,0,13,3,0,1706,0,0
0.08,4,13,1,1,0,4,0,686,1,0
0.04,1,10,0,1,4,1,1,2065,0,0
0.71,2,5,1,0,14,4,0,2166,0,0
0.76,1,5,1,0,10,3,0,2216,0,0
0.72,4,9,1,1,2,2,0,2495,0,1
0.57,3,4,0,0,4,4,0,1560,0,1
0.26,4,0,0,1,12,2,0,1321,0,0
0.32,4,7,1,0,6,3,0,698,0,0
0.92,5,14,1,1,11,3,0,1014,0,0
0.24,2,13,0,1,7,4,1,2123,0,0
0.46,4,2,0,1,10,3,0,1878,0,1
0.27,2,6,1,1,6,4,0,169,0,0
0.22,1,14,1,1,1,3,1,1244,0,0
0.15,2,12,1,1,3,3,1,602,0,0
0.86,3,7,1,1,5,1,0,681,0,0
0.27,2,4,1,1,14,3,1,481,0,0
0.17,5,9,1,1,3,4,1,1294,0,1
0.53,1,10,1,1,5,1,1,2043,0,0
0.63,2,12,1,1,7,3,1,1142,1,1
0.92,3,4,1,1,12,1,1,1932,0,0
0.24,2,3,1,1,9,4,0,1264,0,0
0.81,3,1,1,1,10,2,0,1357,0,1
0.80,1,6,1,1,5,2,0,1759,0,0
0.99,2,1,1,0,2,4,0,457,0,0
0.42,1,1,1,1,14,2,0,299,0,0
0.31,5,1,1,1,2,2,0,2184,1,0
0.72,5,11,1,0,13,4,0,2048,0,1
0.39,2,3,1,1,3,2,0,2464,0,0
0.40,3,7,0,0,2,4,1,434,0,1
0.79,1,6,1,1,10,1,0,327,0,0
0.59,2,13,1,1,12,1,0,636,0,0
0.41,3,10,1,1,3,2,0,389,0,0
0.55,3,7,1,0,14,1,0,1477,0,1
0.22,5,7,1,0,11,2,0,263,0,0
0.82,4,8,0,1,4,4,1,394,0,1
0.53,4,5,0,1,0,2,0,1411,0,0
0.32,3,2,1,1,1,2,1,2260,0,0
0.71,4,9,1,0,0,3,0,499,0,0
0.60,4,10,1,0,10,2,0,470,0,0
0.79,5,9,1,1,6,3,0,1218,0,1
0.29,3,5,0,1,14,3,0,2278,0,1
0.56,3,0,0,0,1,1,1,1596,0,0
0.82,2,3,1,0,3,2,0,75,0,0
0.61,3,11,1,0,2,2,0,1253,0,1
0.62,1,9,0,1,0,3,0,962,0,1
0.73,1,8,1,1,13,3,0,1464,0,0
0.58,5,9,1,1,0,2,0,429,0,0
0.16,1,10,1,0,12,2,0,56,1,0
0.20,4,2,0,1,6,4,0,370,0,1
0.46,1,10,0,1,7,4,0,1278,0,0
0.67,3,5,0,1,9,1,0,879,0,0
0.78,4,7,0,1,3,1,0,1962,0,1
0.77,4,11,1,0,7,2,0,943,1,1
0.43,3,13,1,1,7,4,1,1334,0,0
0.19,3,11,1,1,10,2,1,748,0,1
0.11,3,0,1,1,9,1,0,1495,0,0
0.47,2,12,1,1,3,3,0,682,0,0
0.00,4,3,1,1,14,1,0,2293,0,0
0.15,4,7,0,1,14,3,0,627,0,1
0.17,2,9,1,0,12,1,1,754,0,0
0.91,4,0,1,1,8,3,0,2301,0,1
0.00,3,14,1,0,4,3,0,2087,0,1
0.27,4,8,1,1,13,2,1,1681,0,0
0.22,3,9,0,0,11,1,0,1942,0,0
0.08,5,4,0,0,4,3,0,1623,0,1
0.11,2,4,1,1,13,2,1,660,0,0
0.32,5,14,0,0,7,2,0,2047,0,1
0.04,1,5,1,0,6,3,0,938,1,1
0.77,1,8,1,0,2,3,0,455,1,1
0.60,5,7,1,1,5,3,0,659,1,0
0.70,4,0,1,0,14,1,0,1200,0,1
0.49,2,11,1,0,9,3,0,2094,0,0
0.52,5,13,1,0,1,3,0,809,0,0
0.26,1,12,1,1,0,2,0,1142,0,0
0.14,3,9,0,1,5,1,1,22,0,0
0.73,5,11,1,0,1,3,1,1584,0,1
0.42,5,9,1,1,11,4,0,1270,0,1
0.61,4,13,1,1,13,3,1,1366,0,1
1.00,3,2,1,0,8,1,0,1529,0,1
0.38,3,10,0,0,9,2,0,1061,0,1
0.71,1,12,1,1,2,2,0,2444,0,0
0.99,2,4,1,0,11,1,0,549,0,0
0.75,2,6,0,1,14,3,0,845,0,1
0.27,4,14,1,0,6,4,0,1175,0,1
0.69,1,6,0,1,5,4,0,2262,0,0
0.16,4,1,0,1,9,3,0,1580,1,1
0.81,1,11,1,1,2,1,0,1088,1,1
0.19,1,14,1,0,6,1,0,2495,0,0
0.78,1,3,0,1,11,3,0,1430,1,1
0.56,4,11,0,1,6,1,0,1249,0,1
0.72,3,0,1,0,5,1,0,412,0,0
0.43,4,10,0,0,6,1,0,1984,0,1
0.67,5,7,1,1,6,1,1,298,0,1
0.29,2,4,1,1,14,1,1,1092,0,1
0.57,5,6,1,0,1,4,0,1490,0,0
0.10,4,5,1,1,5,4,0,2142,0,0
0.29,1,13,1,1,11,3,0,1804,0,1
0.67,3,3,1,1,5,4,0,1998,0,1
0.45,5,5,1,1,6,1,0,2216,0,1
0.06,3,7,0,1,5,4,1,238,0,1
0.12,1,7,1,1,1,2,0,2246,0,0
0.35,3,5,1,1,1,2,0,102,0,0
0.89,1,6,1,1,9,4,0,1388,0,0
0.81,1,7,1,1,12,1,0,1171,0,0
0.35,2,1,1,0,7,3,0,994,0,0
0.90,3,12,1,0,5,3,1,1800,0,1
0.53,2,14,1,1,13,1,0,1595,0,0
0.02,5,5,1,1,2,4,0,852,0,0
0.26,3,7,1,1,12,2,0,850,1,1
0.83,4,12,1,0,7,3,0,1199,0,1
0.02,2,0,1,0,1,4,0,212,0,0
0.53,4,1,1,0,9,4,0,345,0,0
0.95,1,3,0,1,5,3,0,1431,1,1
0.44,1,1,1,1,8,2,0,623,0,0
0.65,2,2,0,1,6,2,0,1524,0,0
0.91,3,11,1,0,0,3,0,1401,0,1
0.32,2,3,1,1,9,4,0,870,1,0
0.92,4,1,0,1,6,1,1,252,0,0
0.39,5,4,1,1,8,4,0,1240,0,0
0.05,5,11,1,1,11,3,0,1299,0,0
0.83,3,8,1,0,11,1,0,1085,0,0
0.89,5,5,1,1,3,2,0,893,1,1
0.59,3,2,1,1,7,4,0,401,0,0
0.44,4,1,0,0,6,3,0,1000,1,1
0.74,1,9,1,1,0,3,0,1058,0,1
0.99,2,2,1,0,1,1,1,1403,0,1
0.56,1,1,1,1,10,2,0,715,0,0
1.00,4,3,1,0,8,1,0,33,0,0
0.41,3,0,0,1,6,4,0,657,0,0
0.28,5,11,1,1,7,4,0,1817,1,1
0.76,2,3,1,0,13,4,1,1556,0,1
0.97,4,10,1,1,14,4,1,395,0,1
0.62,2,0,1,1,14,3,0,2466,1,0
0.64,5,7,1,1,1,3,0,621,0,0
0.87,5,0,1,0,5,4,0,402,0,0
0.66,5,2,1,1,8,3,1,780,0,1
0.21,4,4,1,0,4,1,1,73,0,0
0.81,4,6,0,0,6,4,0,450,0,1
0.70,1,13,1,1,10,3,1,1819,0,1
0.30,5,11,1,1,6,4,0,1661,1,1
0.62,3,13,0,1,12,2,0,2439,0,1
0.50,5,9,1,1,14,4,0,1326,0,1
0.83,5,1,1,1,6,1,0,404,0,0
0.82,5,8,0,1,6,4,0,1124,0,1
0.78,3,5,1,1,6,2,1,524,0,1
0.52,3,1,1,0,13,3,1,729,0,1
0.68,4,14,1,0,2,2,1,1800,0,1
0.48,1,2,1,1,11,1,0,1316,0,0
0.89,2,0,1,1,4,4,0,304,0,0
0.40,4,9,1,1,4,4,0,2400,0,0
0.92,1,9,1,1,7,1,0,717,0,0
0.87,5,3,0,0,10,2,0,304,0,0
0.97,2,8,0,1,2,3,0,1238,0,1
0.04,4,5,1,1,13,2,0,2499,0,0
0.77,5,9,0,0,14,3,0,1848,0,1
0.37,3,8,1,1,0,2,0,1008,0,0
0.79,1,1,1,1,9,1,0,958,0,0
0.44,2,9,1,1,11,3,1,908,0,1
0.27,4,2,0,1,13,3,0,111,0,1
0.85,2,0,1,1,8,4,0,302,0,1
0.25,4,6,0,1,14,4,0,2010,0,1
0.17,3,5,1,0,11,2,1,512,1,1
0.77,4,8,1,1,5,1,0,230,0,0
0.49,2,11,1,1,6,1,1,842,0,0
0.32,5,6,1,1,12,4,0,811,0,0
0.10,1,3,1,1,5,3,0,1372,1,0
0.57,3,3,1,0,0,4,1,2234,0,0
0.36,3,11,1,1,13,2,0,1586,0,0
0.55,5,4,1,1,0,4,0,1869,1,0
0.86,1,13,0,1,3,3,0,1629,0,0
0.79,5,5,1,1,5,2,0,1473,0,0
0.95,4,5,1,1,13,2,1,2131,0,1
0.69,2,2,0,1,7,2,1,199,1,1
0.97,5,11,1,1,4,4,0,2145,1,1
0.54,5,1,0,1,9,2,0,1010,0,0
0.44,3,2,1,0,3,2,1,687,0,0
0.11,1,11,1,1,14,4,0,220,0,0
0.68,4,10,1,0,6,2,0,1253,0,1
0.09,3,12,0,1,13,3,0,2284,0,1
0.79,2,4,1,1,8,4,0,734,0,0
0.44,2,5,1,0,10,1,1,2428,0,0
0.53,2,0,1,1,6,4,0,2460,0,0
0.60,1,11,1,1,1,3,0,330,0,0
0.07,2,8,1,0,0,1,0,1662,0,0
0.42,4,14,1,1,5,3,0,1894,0,1
0.97,5,2,1,1,0,4,0,1854,0,1
0.53,1,13,1,1,5,2,0,1578,0,0
0.54,2,1,0,1,2,4,1,1796,0,0
0.12,3,13,1,0,7,2,0,303,0,1
0.12,1,0,1,0,10,2,0,1095,0,0
0.89,1,7,1,0,3,3,1,2305,0,1
0.66,2,7,1,1,11,1,1,225,1,1
0.90,5,0,0,0,7,3,0,655,1,1
0.67,5,5,1,0,12,3,0,2138,0,1
0.94,4,4,1,0,9,4,0,2291,1,1
0.27,2,5,1,1,9,3,1,1886,0,0
0.88,3,5,1,1,9,2,1,1724,0,0
0.39,3,13,1,1,6,2,0,1544,0,0
0.20,5,1,1,1,12,4,0,895,0,0
0.11,3,13,1,0,4,4,1,181,0,0
0.15,3,6,0,1,4,3,0,853,0,1
0.79,4,6,1,1,3,2,0,1858,0,0
0.94,4,11,1,1,11,3,1,264,0,1
0.20,5,2,1,0,13,3,1,1371,0,1
0.59,1,11,1,0,5,2,0,1408,0,0
0.89,3,8,1,1,2,4,0,1602,0,1
0.55,4,11,1,0,1,3,0,2222,0,0
0.21,2,6,0,1,3,1,1,2320,0,0
0.64,3,5,1,1,1,4,0,1150,0,1
0.71,2,9,1,0,2,2,0,631,0,0
0.46,1,14,1,0,4,2,0,63,1,0
0.82,1,3,1,1,9,2,0,737,0,0
0.61,5,9,1,1,5,1,1,993,0,1
0.61,3,12,1,0,3,1,0,1885,0,1
0.81,2,9,1,0,1,2,0,759,0,0
0.76,5,9,1,1,1,2,0,1767,1,1
0.07,3,9,0,0,7,2,0,1057,0,1
0.37,2,3,1,1,3,1,0,1132,0,0
0.11,1,14,1,0,3,2,0,221,0,0
0.61,5,8,1,0,6,4,0,2486,0,1
0.07,1,13,1,1,9,2,0,645,0,0
0.48,1,2,1,0,12,2,1,2396,0,0
0.40,2,0,1,1,5,4,0,1527,1,0
0.31,5,13,1,1,8,3,0,1019,0,0
0.39,3,2,0,1,8,1,0,1080,0,1
0.65,2,7,0,1,3,4,0,1050,0,0
0.54,4,12,1,1,10,3,1,1405,0,0
0.15,1,7,1,1,0,1,0,744,1,0
0.11,4,1,1,1,12,4,0,1394,0,0
0.10,1,13,0,1,10,1,0,1768,0,0
0.05,4,5,1,1,14,3,0,903,0,1
0.06,1,3,1,1,4,1,0,350,0,0
0.87,1,5,1,0,2,4,0,1456,0,0
0.19,5,8,0,1,5,4,0,1081,1,0
0.97,3,10,1,0,13,4,0,1742,0,1
0.04,1,4,1,1,1,4,0,2391,0,0
0.10,1,13,1,0,14,3,0,458,0,0
0.73,2,3,1,1,1,1,1,2311,0,0
0.92,3,3,0,1,5,3,0,2241,0,1
0.35,2,3,1,0,6,3,0,2437,0,0
0.63,2,14,1,1,1,2,0,124,0,0
0.71,4,5,1,0,10,2,0,730,0,1
0.94,2,13,1,1,8,2,0,443,1,1
0.33,5,13,1,1,8,2,1,1980,0,0
0.13,2,2,0,1,11,1,0,1694,0,0
0.71,2,3,1,1,1,1,0,477,0,0
0.23,1,1,1,1,13,3,0,998,0,0
0.61,5,2,1,0,8,2,0,2218,0,0
0.91,2,5,0,1,3,1,0,1952,0,0
0.12,2,4,1,0,2,4,0,1614,0,0
0.80,5,13,0,0,14,2,0,28,0,1
0.69,2,10,1,0,3,2,0,710,0,0
0.54,5,14,1,1,4,1,0,1669,0,0
0.02,4,9,1,0,14,1,0,2109,0,1
0.83,4,0,1,0,13,2,0,558,0,1
0.32,3,10,1,1,5,4,1,1538,0,0
0.33,2,12,1,1,6,3,1,2014,0,0
0.43,5,4,1,1,8,3,0,1892,1,1
0.32,5,12,1,1,8,3,0,745,0,0
0.31,1,6,1,0,2,1,0,2156,0,1
0.33,2,9,1,1,13,1,0,2224,0,0
0.50,5,2,1,1,9,1,0,280,1,0
0.50,1,11,1,1,6,2,1,1562,0,0
0.63,3,11,1,0,0,3,0,2323,0,1
0.16,2,2,1,1,12,1,0,1729,1,0
0.02,2,8,1,1,3,4,0,1200,0,0
0.34,4,13,0,1,4,2,0,574,0,1
0.46,5,5,0,1,1,2,0,1378,0,0
0.90,5,2,1,1,2,3,0,1224,0,0
0.63,1,4,1,1,0,4,1,833,0,0
0.32,3,14,1,1,6,2,0,4,1,0
0.67,5,4,1,0,1,4,0,1740,0,1
0.89,4,7,0,1,10,1,0,1584,0,1
0.79,1,14,0,1,11,4,0,1995,0,1
0.22,4,10,1,0,7,2,0,950,0,1
0.37,5,10,1,0,8,1,0,634,0,0
0.76,2,11,1,1,9,3,0,2384,0,1
0.46,4,8,1,1,8,4,0,672,0,1
0.98,2,14,1,0,9,4,0,523,0,0
0.13,4,12,0,0,0,2,0,1002,0,1
0.48,1,11,0,1,10,2,0,332,0,0
0.13,1,9,1,0,9,4,1,479,0,0
0.23,2,0,0,1,10,3,0,128,1,0
0.71,4,0,1,0,7,2,0,1219,0,0
0.93,2,0,0,1,1,4,0,1014,0,0
0.41,1,14,1,0,10,1,1,1960,1,1
0.08,5,8,1,0,8,3,0,2231,0,1
0.88,5,3,1,1,1,1,0,1425,0,0
0.83,5,6,1,1,8,1,1,1408,0,1
0.19,2,4,0,1,13,4,1,1922,0,0
0.65,1,4,1,1,14,2,0,2429,0,1
0.08,2,5,0,1,1,2,1,55,0,0
0.72,1,4,0,1,5,4,0,306,0,1
0.78,2,0,1,0,9,1,0,1018,1,1
0.84,3,10,0,0,2,1,0,2013,0,1
0.60,3,0,0,0,5,1,0,618,0,0
0.34,5,6,1,1,3,2,0,845,0,0
0.43,2,10,1,0,0,1,0,974,1,1
0.76,3,6,1,1,8,3,1,151,0,1
0.06,4,8,1,0,12,2,0,2170,0,0
0.68,4,11,1,1,3,4,0,1888,1,1
0.74,2,11,1,1,3,2,1,912,0,0
0.32,1,7,1,0,6,2,0,89,0,0
0.72,1,9,1,0,4,3,0,1368,0,0
0.10,4,1,0,1,10,2,1,1369,1,1
0.52,4,12,0,0,7,4,0,1852,0,1
0.87,4,5,1,1,12,1,0,248,0,0
0.39,1,10,0,1,1,3,0,602,0,0
0.61,4,13,1,1,10,2,0,811,0,1
0.62,5,8,1,0,10,3,0,607,0,1
0.51,2,3,1,1,12,1,1,335,0,0
0.07,2,5,1,1,11,4,0,533,0,0
0.44,3,1,1,1,14,4,0,1090,0,0
0.87,3,8,1,1,1,1,0,370,0,1
0.34,1,13,1,0,12,4,0,367,0,1
0.25,4,4,1,1,13,1,1,751,0,1
0.49,3,5,1,1,5,1,0,1186,0,0
0.24,1,6,1,1,11,1,0,1122,0,0
0.36,2,0,1,0,12,1,1,528,0,0
0.03,5,10,1,1,0,1,0,1867,0,0
0.79,1,2,1,0,8,4,1,1675,0,1
0.82,1,1,1,1,14,4,0,2191,0,0
0.86,1,3,1,1,14,4,1,972,0,1
0.86,5,5,1,1,1,2,0,1926,0,0
0.22,1,7,1,0,5,1,0,2227,0,0
0.94,5,11,1,1,8,1,0,2092,1,0
0.51,5,9,1,1,0,3,0,111,0,1
0.18,5,1,1,0,0,2,0,2478,0,0
0.89,3,7,1,0,11,2,0,1917,0,1
0.65,4,5,1,1,10,3,0,753,0,0
0.53,5,5,1,1,4,1,0,732,0,0
0.20,2,10,1,0,11,3,0,578,0,0
0.58,1,2,1,1,10,3,0,642,0,0
0.65,2,9,1,0,1,2,0,1944,1,1
0.68,5,5,0,1,3,2,0,649,0,0
0.52,3,0,1,1,8,2,0,62,0,0
0.46,5,0,1,0,14,1,0,590,1,0
0.83,5,11,1,1,9,3,0,2155,0,1
0.62,3,0,0,1,14,2,0,1147,0,1
0.50,4,9,1,1,2,4,0,1323,0,1
0.16,5,10,0,1,2,3,0,1211,0,0
0.15,2,14,0,0,8,1,0,1299,0,1
0.66,2,12,1,1,10,4,0,193,0,1
0.53,3,6,1,0,13,2,1,2275,0,0
0.64,1,4,0,1,13,1,0,245,1,1
0.52,3,5,0,0,12,3,0,1985,1,1
0.94,3,0,1,1,2,1,0,1186,0,0
0.02,1,11,1,1,13,2,0,633,1,0
0.58,4,6,1,1,14,4,0,1282,0,1
0.97,3,14,1,1,11,4,0,904,0,1
0.70,4,9,1,1,14,4,0,2176,0,1
0.32,1,6,1,1,2,1,1,1993,0,0
0.65,4,13,1,1,5,2,0,2187,0,0
0.59,1,11,0,1,6,4,0,1470,0,0
0.83,3,2,1,1,12,2,1,206,0,0
0.30,4,6,1,1,13,4,0,41,0,0
0.95,3,0,1,1,5,1,0,757,0,0
0.20,5,9,1,0,6,1,0,596,0,1
0.22,2,13,1,1,13,4,0,2124,0,0
0.14,1,3,0,0,5,4,1,1029,1,1
0.54,4,11,1,1,14,2,0,40,1,0
0.86,3,4,0,1,13,1,0,2074,0,1
0.94,1,8,1,1,4,4,0,2142,0,0
0.79,2,1,1,0,6,4,0,94,0,1
0.01,1,6,1,1,10,3,0,76,0,0
0.07,2,8,1,0,6,1,0,2360,0,1
0.10,5,9,1,1,7,4,0,738,0,0
0.61,5,12,1,0,13,2,0,88,0,1
0.56,3,5,1,1,9,3,1,168,0,0
0.57,5,3,1,1,14,4,0,1693,0,0
0.41,5,6,1,0,12,3,1,1517,0,1
1.00,3,11,1,1,7,1,1,18,0,1
0.08,5,10,1,1,5,1,0,2360,0,0
0.89,3,4,1,1,1,1,0,946,0,0
0.53,1,10,1,1,1,2,1,1483,0,0
0.51,5,6,1,1,0,3,0,730,0,0
0.40,3,3,1,1,14,2,0,58,0,0
0.25,3,7,1,1,3,4,1,1948,0,1
0.67,1,4,1,0,12,4,1,1338,0,1
0.28,2,6,1,1,8,4,0,2464,0,1
0.62,2,9,1,1,6,3,0,698,0,0
0.44,4,13,1,0,10,1,1,2307,0,1
