seller_age_days,verification_level,total_orders,seller_return_rate,seller_dispute_rate,wrong_item_rate,damaged_item_rate,avg_product_price,refund_before_inspection,negative_feedback_rate,seller_risk_label
765,1,446,0.21,0.15,0.32,0.13,2246.15,0,0.07,0
50,2,2934,0.73,0.44,0.19,0.38,1613.52,0,0.50,1
202,0,241,0.60,0.48,0.35,0.29,9085.97,0,0.34,1
1105,0,1723,0.26,0.33,0.22,0.40,6787.36,1,0.40,1
1242,1,1480,0.48,0.02,0.08,0.40,7371.01,1,0.57,0
641,1,2980,0.92,0.31,0.39,0.13,1586.19,0,0.19,0
359,0,393,0.49,0.32,0.37,0.10,13265.37,0,0.23,1
279,0,2464,0.44,0.38,0.34,0.26,9488.52,1,0.36,1
875,1,4627,0.53,0.13,0.32,0.26,8869.86,0,0.58,0
1388,1,4290,0.74,0.48,0.16,0.37,3306.59,0,0.10,0
80,1,2730,0.72,0.35,0.01,0.36,13952.11,1,0.01,1
445,0,4307,0.74,0.08,0.06,0.19,1662.07,1,0.47,1
966,0,3923,0.54,0.11,0.07,0.09,1369.58,0,0.31,1
1238,1,3009,0.66,0.44,0.36,0.19,11382.29,1,0.39,1
277,2,796,0.29,0.23,0.22,0.34,9489.18,1,0.41,0
853,0,3537,0.75,0.18,0.02,0.18,7455.69,0,0.54,1
1997,1,4856,0.91,0.34,0.12,0.18,9593.78,1,0.40,1
1841,1,4670,0.70,0.49,0.38,0.35,15150.44,1,0.20,1
895,2,4017,0.64,0.24,0.03,0.35,9497.61,0,0.24,1
1670,0,217,0.81,0.05,0.14,0.01,7589.44,0,0.44,1
234,0,3269,0.49,0.28,0.09,0.37,11718.85,1,0.06,1
1966,2,3807,0.97,0.30,0.13,0.21,10991.19,1,0.46,0
1939,0,3426,0.96,0.14,0.07,0.12,3253.58,0,0.35,1
815,0,2562,0.99,0.37,0.06,0.15,8494.93,0,0.34,1
593,1,4735,0.26,0.49,0.28,0.06,4095.02,1,0.26,0
1789,0,4759,0.39,0.43,0.30,0.14,14698.41,1,0.01,1
436,0,2168,0.84,0.22,0.17,0.20,14769.12,0,0.03,0
1371,1,1481,0.30,0.12,0.12,0.17,10707.68,0,0.45,0
593,0,629,0.37,0.03,0.00,0.37,4211.33,0,0.57,1
467,1,2568,0.57,0.33,0.21,0.33,9073.90,0,0.45,1
572,1,3142,0.18,0.10,0.28,0.26,9670.20,1,0.37,0
79,2,4593,0.91,0.31,0.13,0.19,15152.37,1,0.19,1
689,2,103,0.53,0.39,0.21,0.05,6608.05,1,0.27,1
1347,0,2227,0.50,0.16,0.17,0.28,826.04,1,0.56,1
961,2,2747,0.42,0.24,0.24,0.02,9378.07,1,0.45,0
776,0,3179,0.77,0.13,0.04,0.26,586.76,1,0.17,1
165,0,4592,0.09,0.14,0.10,0.30,11125.66,0,0.46,1
551,1,732,0.57,0.24,0.12,0.22,7545.73,0,0.38,1
1826,1,3167,0.86,0.48,0.07,0.13,3708.68,0,0.56,0
1119,0,1373,0.61,0.07,0.18,0.21,7164.56,0,0.49,1
601,0,2061,0.64,0.03,0.05,0.14,10510.77,1,0.12,0
1992,1,3001,0.81,0.25,0.04,0.25,10976.72,1,0.01,1
169,1,367,0.70,0.37,0.37,0.16,6436.71,1,0.44,1
869,0,273,0.04,0.11,0.29,0.30,14155.44,0,0.08,1
715,1,577,0.01,0.47,0.37,0.33,13936.46,1,0.01,1
1864,1,4235,0.56,0.24,0.30,0.02,8434.08,1,0.54,1
240,2,755,0.04,0.30,0.09,0.00,2346.02,0,0.38,0
450,2,3185,0.39,0.12,0.25,0.13,7576.59,0,0.42,0
541,2,3109,0.94,0.35,0.28,0.25,13756.16,1,0.26,1
1298,2,3839,0.05,0.12,0.40,0.29,10307.37,0,0.56,1
705,2,3972,0.05,0.44,0.07,0.09,14226.93,0,0.53,0
231,2,2151,0.70,0.25,0.23,0.12,3407.71,0,0.55,1
1908,2,4851,0.09,0.22,0.16,0.10,4511.92,0,0.54,0
1062,1,202,0.50,0.06,0.03,0.02,1241.45,1,0.53,0
1963,2,549,0.23,0.12,0.05,0.36,8262.05,1,0.12,0
932,2,350,0.66,0.41,0.40,0.18,7038.67,1,0.49,1
695,0,2816,0.39,0.21,0.38,0.30,11326.32,0,0.25,1
1862,2,3484,0.39,0.32,0.37,0.21,13495.59,0,0.16,1
998,0,2773,0.47,0.17,0.29,0.12,6119.73,0,0.23,0
1767,1,1056,0.60,0.31,0.07,0.28,6634.11,1,0.16,1
1661,1,749,0.72,0.37,0.28,0.15,1185.26,1,0.12,1
703,2,773,0.11,0.18,0.29,0.23,6706.55,0,0.50,0
1133,2,4635,0.97,0.34,0.26,0.06,5127.52,1,0.05,1
264,0,2746,0.93,0.41,0.02,0.34,15277.10,0,0.25,1
1274,2,3052,0.69,0.24,0.29,0.35,8490.19,0,0.34,1
209,0,1862,0.53,0.17,0.04,0.12,842.86,0,0.14,0
974,1,1473,0.37,0.03,0.33,0.31,6054.78,0,0.04,0
1666,2,3814,0.99,0.36,0.05,0.37,2897.27,0,0.57,1
780,2,1852,0.79,0.38,0.39,0.36,14131.50,0,0.55,1
1353,1,4394,0.27,0.02,0.24,0.36,7091.37,0,0.50,0
483,1,3766,0.03,0.44,0.04,0.19,5519.61,0,0.04,0
1240,1,2074,0.60,0.45,0.24,0.14,1780.59,1,0.58,1
372,2,3728,0.98,0.44,0.08,0.10,1440.51,1,0.56,1
21,0,1771,0.10,0.32,0.04,0.39,2285.32,0,0.60,1
1740,2,861,0.45,0.21,0.19,0.09,2021.82,1,0.56,1
1558,0,4848,0.95,0.40,0.18,0.36,14284.38,1,0.11,1
183,1,571,0.26,0.00,0.14,0.03,10506.83,0,0.37,0
840,1,4924,0.42,0.06,0.13,0.04,889.85,1,0.46,0
1209,2,4675,0.29,0.19,0.03,0.14,10803.42,0,0.28,0
1186,0,3451,0.58,0.34,0.16,0.25,2380.77,0,0.29,0
1503,1,879,0.09,0.41,0.12,0.39,7943.80,1,0.17,0
1951,0,3337,0.18,0.35,0.04,0.06,5256.08,0,0.34,1
671,1,1467,0.90,0.12,0.12,0.08,11301.56,0,0.38,0
1141,2,3583,0.53,0.23,0.09,0.00,1444.60,0,0.51,0
345,2,2545,0.12,0.39,0.05,0.05,4530.81,0,0.01,0
654,2,1949,0.45,0.25,0.33,0.11,2790.03,0,0.05,0
1928,0,421,0.94,0.12,0.16,0.19,3650.44,1,0.29,1
665,2,1003,0.35,0.17,0.11,0.15,13708.95,0,0.03,0
1685,2,3904,0.27,0.21,0.20,0.22,3140.65,1,0.42,0
665,1,1204,0.08,0.31,0.26,0.23,2058.65,0,0.14,0
1829,0,2627,0.69,0.26,0.18,0.20,7928.05,0,0.10,1
1741,2,419,0.06,0.09,0.34,0.04,1706.67,0,0.22,0
499,0,3640,0.95,0.47,0.25,0.32,2818.37,0,0.14,1
1128,0,3535,0.06,0.33,0.40,0.02,1535.55,1,0.12,1
1828,2,2194,0.50,0.18,0.00,0.28,8901.80,1,0.03,0
1151,0,585,0.23,0.48,0.08,0.35,471.18,1,0.09,1
1443,1,4400,0.84,0.09,0.27,0.06,12451.26,1,0.26,0
1715,1,3709,0.60,0.03,0.20,0.37,14467.35,0,0.60,0
1236,0,3925,0.91,0.50,0.17,0.14,10876.43,0,0.28,0
547,1,2191,0.40,0.31,0.07,0.03,11736.07,0,0.18,0
1475,1,670,0.22,0.37,0.22,0.01,14389.15,1,0.52,0
1339,1,1593,0.58,0.04,0.11,0.09,1445.50,0,0.40,0
999,1,2936,0.20,0.40,0.08,0.20,10173.79,1,0.50,0
1335,2,1163,0.76,0.30,0.28,0.21,4683.86,0,0.32,1
365,1,637,0.40,0.25,0.27,0.15,13876.42,1,0.56,1
705,2,531,0.65,0.02,0.26,0.22,13196.63,0,0.52,0
1949,0,705,0.85,0.26,0.05,0.04,10526.65,0,0.38,1
1320,2,4301,0.25,0.50,0.16,0.26,3003.96,1,0.08,0
735,2,3815,0.55,0.31,0.35,0.25,13341.92,1,0.15,1
18,0,3262,0.61,0.17,0.38,0.28,7578.97,0,0.50,1
1445,2,3253,0.03,0.39,0.34,0.11,11503.61,0,0.23,0
1681,1,2700,0.71,0.30,0.14,0.33,7851.26,1,0.19,0
143,0,4980,0.81,0.46,0.33,0.23,14358.81,1,0.49,1
1300,2,4463,0.16,0.38,0.30,0.10,8630.33,1,0.28,0
340,2,1818,0.01,0.34,0.09,0.20,6799.66,1,0.60,0
1337,0,4743,0.44,0.45,0.10,0.40,2929.63,0,0.37,1
1942,0,742,0.33,0.31,0.38,0.27,5339.52,0,0.16,1
459,1,4280,0.44,0.33,0.25,0.15,11214.77,1,0.16,0
1210,2,4475,0.99,0.44,0.26,0.28,11407.34,0,0.22,1
1894,2,4787,0.14,0.09,0.18,0.05,14281.10,1,0.05,0
1409,0,1009,0.12,0.20,0.10,0.14,15046.66,0,0.49,0
409,2,1931,0.67,0.23,0.15,0.40,7077.29,1,0.05,1
1200,1,1968,0.83,0.43,0.12,0.02,2870.08,1,0.12,0
1209,0,1931,0.57,0.44,0.16,0.35,2815.91,1,0.01,1
1618,1,1442,0.36,0.26,0.07,0.33,2222.12,1,0.46,1
365,1,3664,0.32,0.47,0.30,0.05,4909.30,1,0.59,0
1383,2,3475,1.00,0.24,0.15,0.05,3305.73,0,0.38,0
1073,2,2527,0.28,0.07,0.16,0.06,3858.13,0,0.20,0
1073,1,59,0.86,0.20,0.02,0.11,5800.33,1,0.20,0
750,2,3314,0.41,0.02,0.03,0.18,14120.56,1,0.53,1
1829,1,1205,0.32,0.10,0.26,0.17,14687.84,1,0.30,0
845,0,1481,0.98,0.06,0.30,0.14,11752.00,0,0.33,1
401,0,243,0.78,0.03,0.38,0.38,1125.62,1,0.39,1
1221,1,2934,0.28,0.02,0.06,0.16,12875.87,1,0.36,0
558,1,788,0.45,0.02,0.04,0.30,8905.54,1,0.46,1
1947,2,108,0.94,0.48,0.20,0.17,4124.51,1,0.47,1
792,1,1534,0.45,0.31,0.37,0.34,8400.10,0,0.43,1
1694,2,3766,0.23,0.13,0.38,0.25,1393.40,1,0.07,0
1882,0,4648,0.20,0.48,0.12,0.20,10170.97,1,0.43,1
1250,1,1954,0.50,0.38,0.08,0.07,3731.66,0,0.31,0
1885,1,2585,0.21,0.45,0.34,0.26,4747.25,0,0.48,1
599,1,1976,0.53,0.17,0.05,0.34,2914.95,1,0.25,0
728,2,246,0.73,0.50,0.24,0.09,9628.35,0,0.35,1
1987,1,1215,0.31,0.16,0.19,0.04,4081.13,0,0.19,0
743,0,1076,0.64,0.00,0.28,0.11,7242.97,1,0.25,1
702,0,2262,0.61,0.01,0.30,0.10,11241.92,1,0.15,1
1153,1,912,0.57,0.32,0.08,0.27,14521.23,0,0.32,1
598,2,2106,0.33,0.03,0.33,0.19,12154.58,0,0.22,0
598,2,1835,0.35,0.47,0.12,0.16,9629.89,0,0.24,0
1532,2,4811,0.04,0.29,0.39,0.24,6586.97,1,0.53,0
267,0,696,0.35,0.42,0.15,0.20,10010.60,0,0.38,1
1922,1,1225,0.38,0.19,0.20,0.25,7439.90,0,0.01,0
1947,1,1345,0.02,0.36,0.38,0.36,847.35,0,0.29,0
986,2,3788,0.78,0.42,0.31,0.05,10952.26,1,0.49,1
1771,2,3115,0.48,0.44,0.07,0.37,1198.96,0,0.49,1
1208,2,11,0.41,0.37,0.19,0.36,9436.13,1,0.39,1
761,1,1083,0.80,0.06,0.09,0.28,4627.51,0,0.39,1
196,2,3671,0.48,0.41,0.37,0.24,13680.60,1,0.32,1
97,2,313,0.29,0.05,0.38,0.14,503.55,0,0.41,1
1388,1,1109,0.67,0.09,0.35,0.07,4994.44,1,0.32,1
765,2,3671,0.70,0.30,0.39,0.16,3886.62,1,0.42,1
482,1,4959,0.72,0.05,0.25,0.15,4454.20,0,0.23,0
303,1,3312,0.65,0.14,0.35,0.21,4537.18,1,0.25,0
770,2,816,0.86,0.42,0.16,0.19,2083.05,0,0.47,1
1719,2,1041,0.40,0.29,0.18,0.18,9995.97,1,0.14,0
499,0,599,0.78,0.17,0.36,0.17,7379.84,1,0.29,1
1482,2,199,0.62,0.43,0.37,0.30,8189.21,1,0.01,1
1316,0,627,0.57,0.19,0.09,0.38,5803.01,0,0.07,0
1153,1,961,0.16,0.12,0.15,0.26,2179.56,0,0.14,0
1666,1,1185,0.45,0.28,0.32,0.10,7316.55,0,0.13,1
438,1,2451,0.26,0.18,0.15,0.32,1685.01,0,0.12,0
1113,2,3303,0.84,0.36,0.30,0.06,12506.47,0,0.48,1
265,2,1768,0.54,0.30,0.13,0.30,9281.87,0,0.15,0
908,0,270,0.79,0.48,0.15,0.16,468.79,0,0.46,1
79,0,230,0.59,0.38,0.25,0.03,6377.50,1,0.41,1
1187,2,2381,0.23,0.34,0.32,0.19,7033.13,0,0.22,1
1534,1,1889,0.58,0.23,0.15,0.01,7793.32,0,0.54,1
1444,2,730,0.38,0.24,0.23,0.03,11051.34,0,0.26,0
588,1,2997,0.84,0.24,0.17,0.23,10324.93,0,0.04,0
392,2,1596,0.24,0.38,0.18,0.11,10666.07,1,0.43,1
1769,2,4022,0.68,0.46,0.30,0.20,2938.09,1,0.08,1
742,1,4951,0.86,0.27,0.04,0.26,12881.50,0,0.27,0
714,0,4671,0.97,0.42,0.12,0.33,7714.52,0,0.05,1
1193,1,30,0.88,0.33,0.01,0.30,1941.49,0,0.08,0
812,0,487,0.90,0.13,0.37,0.20,8273.94,0,0.57,1
885,2,3325,0.06,0.10,0.29,0.39,15048.94,1,0.12,0
1546,0,565,0.63,0.13,0.36,0.35,2342.50,0,0.41,1
1457,2,3572,0.18,0.20,0.26,0.33,514.96,1,0.44,1
525,2,1629,0.22,0.35,0.25,0.37,10821.71,1,0.41,1
1897,1,2601,0.40,0.43,0.20,0.14,5041.49,0,0.12,0
1916,0,3250,0.26,0.08,0.23,0.00,8556.39,0,0.39,0
138,1,963,0.56,0.37,0.29,0.32,565.40,0,0.22,1
1267,0,4132,0.83,0.28,0.12,0.26,9474.47,1,0.33,1
1238,2,3188,0.49,0.08,0.29,0.07,8029.54,1,0.40,1
418,0,3057,0.39,0.22,0.30,0.30,13089.49,1,0.40,1
817,0,4020,0.95,0.14,0.07,0.29,10337.09,0,0.14,1
571,0,2928,0.07,0.23,0.06,0.19,8906.40,0,0.32,1
1097,0,3302,0.34,0.40,0.04,0.27,14645.23,1,0.17,0
1280,1,2568,0.67,0.45,0.28,0.20,9400.53,0,0.49,1
1445,1,3222,0.26,0.35,0.15,0.36,5139.67,0,0.36,0
157,0,441,0.86,0.45,0.25,0.25,7180.37,1,0.16,1
778,0,4430,0.22,0.24,0.11,0.39,3897.11,1,0.22,0
98,1,1356,0.52,0.24,0.17,0.18,5907.82,0,0.36,1
1977,0,437,0.10,0.33,0.14,0.27,11763.32,1,0.11,0
819,1,190,0.89,0.01,0.18,0.15,3475.35,1,0.47,1
999,2,4628,0.37,0.35,0.23,0.31,9765.10,1,0.09,1
256,0,2191,0.05,0.24,0.36,0.16,7130.49,0,0.13,0
1966,2,1317,0.42,0.09,0.04,0.37,5418.49,0,0.27,0
565,1,3879,0.68,0.14,0.06,0.04,3088.33,0,0.29,0
735,0,2282,0.23,0.39,0.16,0.16,12165.60,1,0.19,0
1518,0,1293,0.32,0.18,0.18,0.03,688.67,0,0.05,0
1480,0,112,0.90,0.06,0.22,0.33,13211.24,1,0.08,1
529,1,2024,0.09,0.49,0.30,0.01,13706.04,1,0.08,0
384,0,4228,0.61,0.44,0.09,0.23,420.18,1,0.11,0
871,2,2183,0.81,0.47,0.33,0.37,6385.25,0,0.10,1
897,2,1973,0.02,0.06,0.29,0.23,7863.95,0,0.46,0
235,1,289,0.45,0.05,0.29,0.19,6093.66,1,0.34,1
402,0,993,0.10,0.00,0.37,0.06,12973.83,1,0.30,1
1941,1,3243,0.58,0.11,0.16,0.20,6105.26,1,0.17,0
579,2,1611,0.88,0.12,0.02,0.26,7300.29,0,0.04,0
768,1,871,0.88,0.29,0.21,0.03,9411.87,0,0.46,1
1098,0,4548,0.33,0.24,0.20,0.29,7531.93,0,0.30,0
933,1,37,0.90,0.20,0.39,0.27,10796.20,0,0.03,0
25,0,990,0.61,0.20,0.03,0.07,14767.63,0,0.35,1
641,1,1579,0.99,0.35,0.26,0.21,6879.18,1,0.12,1
478,1,465,0.89,0.36,0.00,0.06,9379.83,1,0.24,0
1907,1,3842,0.15,0.03,0.35,0.11,10351.30,1,0.30,0
1991,1,3171,0.59,0.41,0.03,0.15,9936.21,0,0.41,1
262,0,1390,0.74,0.21,0.28,0.10,6238.38,1,0.14,1
1761,0,4344,0.37,0.11,0.20,0.11,8760.98,1,0.30,0
1047,0,777,0.12,0.45,0.05,0.03,6642.40,0,0.48,0
894,1,3003,0.77,0.35,0.39,0.16,8633.95,0,0.47,1
835,1,284,0.75,0.16,0.38,0.14,1693.78,1,0.12,0
784,2,4016,0.25,0.23,0.36,0.19,4900.51,1,0.56,1
479,2,2434,0.46,0.03,0.19,0.18,9444.91,1,0.49,1
1078,0,3399,0.00,0.04,0.23,0.10,3935.70,0,0.05,0
53,0,4947,0.76,0.46,0.28,0.06,1100.38,1,0.15,1
273,0,1751,0.52,0.40,0.13,0.04,9243.51,1,0.30,1
839,2,4658,0.23,0.06,0.24,0.22,8028.68,0,0.32,0
815,1,1001,0.58,0.15,0.36,0.08,8167.28,0,0.50,1
1655,2,1301,0.52,0.45,0.33,0.03,14482.01,1,0.49,1
333,1,4927,0.61,0.48,0.11,0.15,12809.90,0,0.23,0
1256,0,4208,0.43,0.26,0.01,0.04,6342.23,0,0.06,0
489,2,2763,0.49,0.03,0.29,0.04,9922.13,1,0.24,1
102,1,467,0.06,0.40,0.19,0.17,14534.54,0,0.52,0
1375,1,3952,0.50,0.42,0.28,0.04,11990.47,0,0.55,1
1317,2,1066,0.48,0.30,0.15,0.01,9011.53,1,0.02,0
1337,2,3760,0.67,0.26,0.20,0.22,5779.89,1,0.15,1
467,1,3846,0.70,0.29,0.21,0.31,6521.47,0,0.07,0
1885,1,2955,0.06,0.33,0.38,0.04,3308.86,0,0.09,0
1157,0,3155,0.26,0.49,0.15,0.35,9735.74,0,0.39,1
1931,1,1099,0.81,0.06,0.33,0.36,6955.71,1,0.32,1
1940,2,4668,0.07,0.15,0.21,0.22,1359.59,0,0.30,0
955,1,4818,0.39,0.04,0.10,0.15,13746.64,0,0.49,0
1910,2,1242,0.84,0.27,0.36,0.29,10437.63,0,0.42,1
921,2,2784,0.16,0.43,0.21,0.31,14459.79,1,0.56,0
324,2,537,0.13,0.41,0.29,0.25,6899.88,0,0.51,0
158,0,1327,0.11,0.49,0.14,0.12,9771.25,1,0.34,1
120,2,4497,0.12,0.25,0.31,0.35,3741.60,0,0.02,1
1921,2,2528,0.41,0.23,0.24,0.05,8474.08,1,0.47,1
264,2,2662,0.98,0.06,0.28,0.26,10260.05,1,0.50,1
1676,2,858,0.85,0.23,0.19,0.17,7105.33,1,0.03,1
1584,0,1680,0.93,0.27,0.35,0.02,14048.37,1,0.38,1
1140,1,672,0.28,0.26,0.30,0.23,13681.82,0,0.06,0
1823,1,636,0.64,0.04,0.11,0.33,14011.41,0,0.17,0
351,0,4475,0.48,0.30,0.31,0.09,13360.16,1,0.10,1
1724,0,319,0.14,0.10,0.17,0.14,8847.34,1,0.07,0
1425,2,3388,0.53,0.34,0.06,0.29,4607.29,0,0.22,0
1461,1,2562,0.25,0.40,0.08,0.12,12427.23,1,0.13,0
1644,2,1492,0.18,0.16,0.26,0.03,14831.12,0,0.05,0
1111,0,485,0.01,0.16,0.03,0.03,7019.35,1,0.15,0
1008,1,1621,0.64,0.22,0.35,0.13,3490.19,1,0.48,1
1589,0,4467,0.31,0.42,0.31,0.06,10839.71,1,0.08,1
890,0,4013,0.77,0.06,0.04,0.25,11041.75,1,0.29,1
406,2,1359,0.01,0.29,0.25,0.31,477.80,0,0.18,0
1417,1,855,0.16,0.46,0.05,0.16,14111.59,1,0.01,1
972,0,4733,0.99,0.14,0.10,0.31,3150.55,1,0.49,1
1786,2,2767,0.09,0.43,0.14,0.25,4422.60,0,0.55,0
170,2,4881,0.47,0.18,0.16,0.23,11171.39,0,0.49,0
1024,1,1839,0.46,0.19,0.22,0.01,14111.08,0,0.03,0
858,1,1944,0.99,0.24,0.25,0.25,4109.82,0,0.59,0
717,2,4303,0.46,0.18,0.21,0.38,5208.75,0,0.30,0
1512,0,3228,0.34,0.45,0.15,0.13,5649.65,0,0.15,0
505,0,3888,0.01,0.49,0.04,0.24,12157.07,0,0.14,1
1652,2,2651,0.77,0.15,0.31,0.27,5373.43,1,0.16,1
1629,0,2989,0.41,0.31,0.39,0.37,10892.97,1,0.22,1
1660,0,4502,0.50,0.32,0.37,0.03,386.47,1,0.40,1
650,0,2215,0.87,0.07,0.33,0.39,7061.65,0,0.20,1
227,2,1358,0.36,0.38,0.15,0.35,13857.83,0,0.56,1
1763,1,4325,0.63,0.17,0.04,0.36,2426.20,1,0.59,1
1139,1,4384,0.51,0.05,0.36,0.29,7978.64,1,0.52,1
361,2,4376,0.91,0.33,0.10,0.09,14966.35,1,0.41,1
1963,2,4206,0.98,0.31,0.08,0.25,5266.59,0,0.15,0
558,0,3003,0.41,0.00,0.26,0.37,3622.29,1,0.60,1
619,1,213,0.11,0.40,0.20,0.19,12970.95,1,0.01,0
622,1,2785,0.66,0.09,0.27,0.23,1393.77,1,0.48,1
1683,2,4086,0.29,0.38,0.05,0.29,12620.43,1,0.05,0
1789,0,4185,0.64,0.18,0.04,0.29,8816.93,0,0.11,1
345,1,2702,0.60,0.05,0.04,0.17,6085.94,0,0.06,0
514,2,3253,0.03,0.37,0.22,0.38,7394.01,0,0.21,0
797,2,1661,0.84,0.48,0.15,0.39,15027.24,0,0.24,0
183,2,185,0.50,0.45,0.31,0.19,1605.47,1,0.28,0
62,2,4215,0.70,0.44,0.36,0.27,12906.84,0,0.34,1
694,0,3902,0.43,0.05,0.34,0.34,4452.51,0,0.17,1
703,2,1907,0.84,0.31,0.17,0.39,5818.58,1,0.52,1
1938,1,2835,0.84,0.09,0.01,0.28,14366.43,0,0.10,0
1543,2,4205,0.64,0.37,0.28,0.13,10166.78,0,0.15,0
865,1,1316,0.31,0.16,0.09,0.10,14646.81,1,0.24,0
228,2,1297,0.99,0.43,0.27,0.06,9713.78,1,0.35,1
195,2,1810,0.48,0.00,0.04,0.03,4868.78,0,0.47,0
203,0,3158,0.23,0.27,0.35,0.21,11330.82,1,0.31,1
1169,0,358,0.76,0.02,0.39,0.01,8298.10,0,0.02,0
718,2,2124,0.58,0.03,0.01,0.33,6826.43,0,0.08,0
1381,1,2586,0.91,0.18,0.33,0.32,11573.09,1,0.38,1
1161,0,507,0.56,0.15,0.25,0.04,9728.84,1,0.33,1
897,2,405,0.35,0.41,0.09,0.18,8045.30,1,0.39,1
458,0,2225,0.63,0.31,0.04,0.14,12088.73,0,0.16,1
339,0,1482,0.17,0.48,0.32,0.08,997.04,0,0.59,1
102,2,2744,0.68,0.48,0.02,0.31,2168.10,0,0.30,1
1205,0,777,0.46,0.23,0.38,0.31,11133.61,0,0.45,1
1037,1,566,0.27,0.15,0.13,0.10,5328.44,0,0.10,0
688,2,2022,0.59,0.18,0.01,0.04,4335.67,0,0.40,0
832,2,2944,0.18,0.08,0.11,0.29,7192.59,1,0.50,0
136,1,4157,0.01,0.38,0.18,0.06,5563.88,1,0.44,1
1070,0,1253,0.71,0.26,0.05,0.21,15111.43,0,0.45,1
1486,1,2549,0.17,0.01,0.03,0.11,11442.61,1,0.29,0
1903,1,1473,0.95,0.38,0.17,0.09,8929.37,0,0.16,0
1607,0,4173,0.54,0.31,0.33,0.10,4475.22,1,0.19,1
1691,1,2616,0.81,0.42,0.09,0.28,5057.65,1,0.04,1
1821,0,4443,0.97,0.32,0.01,0.37,3473.70,0,0.19,1
130,1,465,0.78,0.12,0.16,0.20,3877.55,0,0.01,0
1547,2,4143,0.69,0.34,0.17,0.40,605.09,0,0.29,0
1126,1,1119,0.72,0.38,0.37,0.34,11425.49,1,0.21,1
1427,0,2448,0.28,0.23,0.04,0.24,13441.71,0,0.44,1
316,1,3289,0.70,0.15,0.11,0.01,808.67,0,0.36,0
1705,2,4649,0.68,0.11,0.36,0.07,7570.35,0,0.18,0
1926,0,4369,0.25,0.23,0.01,0.18,6439.10,0,0.44,1
833,1,3013,0.80,0.45,0.07,0.27,9344.88,0,0.45,1
678,0,2000,0.56,0.39,0.05,0.25,8533.91,0,0.25,1
1526,2,29,0.71,0.27,0.37,0.39,9374.58,0,0.42,1
465,2,4757,0.76,0.06,0.18,0.39,12631.91,1,0.39,1
391,0,1078,0.81,0.04,0.24,0.07,6545.05,1,0.06,1
859,2,1134,0.18,0.41,0.10,0.11,13834.17,0,0.01,0
558,0,4931,0.78,0.46,0.05,0.01,10222.49,1,0.08,1
674,0,1491,0.93,0.49,0.34,0.07,11276.71,1,0.57,1
319,0,1059,0.29,0.22,0.36,0.29,1560.09,0,0.34,1
1981,2,4158,0.04,0.25,0.19,0.14,11882.88,1,0.30,0
973,2,4191,0.43,0.29,0.31,0.06,11121.83,0,0.47,1
644,0,4122,1.00,0.42,0.38,0.12,2805.84,0,0.31,1
1709,0,1654,0.90,0.33,0.31,0.20,3878.81,0,0.03,1
1076,0,2950,0.53,0.44,0.34,0.22,10931.16,0,0.03,0
1162,1,319,0.56,0.49,0.22,0.28,1793.67,1,0.48,1
1763,2,2304,0.14,0.26,0.15,0.37,3193.86,1,0.37,1
1927,0,487,0.16,0.42,0.20,0.19,4455.16,1,0.45,0
1845,0,4884,0.53,0.07,0.15,0.06,10346.28,1,0.25,1
1570,1,2803,0.98,0.29,0.40,0.15,14162.22,0,0.45,1
1700,2,3035,0.05,0.03,0.23,0.01,8565.72,1,0.55,0
421,0,4848,0.57,0.38,0.20,0.06,6568.19,0,0.37,1
91,1,835,0.05,0.30,0.08,0.36,12483.32,1,0.27,0
631,2,1564,0.85,0.47,0.15,0.22,6885.22,0,0.32,1
1227,2,1887,0.12,0.03,0.30,0.20,5702.93,1,0.40,0
810,1,452,0.37,0.36,0.29,0.04,5956.08,1,0.33,1
1227,0,2678,0.21,0.23,0.26,0.23,13610.56,1,0.54,1
143,2,3610,0.35,0.08,0.13,0.03,1194.46,1,0.48,1
1313,0,3225,0.53,0.25,0.36,0.35,7913.67,0,0.42,1
1801,2,3483,0.19,0.27,0.11,0.20,2777.84,0,0.39,0
778,2,4214,0.43,0.04,0.04,0.05,9309.75,0,0.53,0
360,2,2486,0.13,0.36,0.30,0.36,14511.43,1,0.15,1
197,1,658,0.21,0.47,0.04,0.16,14700.15,1,0.20,0
250,2,957,0.32,0.47,0.10,0.26,5861.96,1,0.52,1
46,0,3405,0.15,0.25,0.07,0.23,6099.75,1,0.11,1
1692,2,213,0.85,0.48,0.17,0.31,13205.58,0,0.01,1
751,0,4705,0.43,0.26,0.28,0.35,13631.11,1,0.17,1
1465,1,391,0.65,0.39,0.23,0.40,12311.14,0,0.16,0
340,1,1481,0.57,0.24,0.31,0.24,6316.69,1,0.09,1
242,0,2341,0.79,0.11,0.13,0.11,3293.24,0,0.29,0
586,1,2156,0.13,0.30,0.24,0.08,10073.26,1,0.00,0
995,2,1433,0.63,0.14,0.38,0.37,5520.32,0,0.07,0
362,1,2910,0.89,0.45,0.00,0.15,5336.65,1,0.23,0
49,0,3195,0.22,0.05,0.39,0.35,7536.87,0,0.06,1
322,0,254,0.38,0.46,0.19,0.03,12554.88,1,0.51,1
460,2,1722,0.12,0.50,0.37,0.24,13429.86,0,0.42,1
1409,1,1031,0.73,0.49,0.10,0.11,1874.47,0,0.26,0
1320,2,2063,0.38,0.11,0.32,0.34,10735.71,0,0.10,0
